Distance_km,Package_Weight_kg,Traffic_Index,Weather_Delay,Vehicle_Type,Priority,Warehouse_Load,Day_of_Week,Driver_Experience_Years,Delivery_Time_Hours
396.42,3.76,0.066,0,Bike,Standard,0.188,Wed,7.09,10.91
138.96,7.46,0.311,1,Van,Standard,0.922,Fri,10.69,5.06
443.0,17.91,0.958,1,Van,Standard,0.674,Tue,6.71,11.96
333.41,4.87,0.35,0,Van,Standard,0.544,Sun,13.13,7.53
60.36,11.57,0.222,0,Truck,Standard,0.536,Sat,10.36,2.41
417.1,2.88,0.228,0,Bike,Standard,0.263,Fri,12.66,11.14
92.3,1.22,0.505,0,Truck,Express,0.411,Tue,10.89,2.63
214.63,2.22,0.851,1,Van,Express,0.754,Fri,2.66,6.76
278.33,3.01,0.77,0,Van,Express,0.587,Sat,14.68,6.85
252.88,12.19,0.465,0,Van,Standard,0.576,Mon,11.91,6.06
344.65,3.91,0.248,0,Van,Standard,0.276,Tue,8.8,7.53
328.08,7.64,0.094,0,Bike,Standard,0.721,Thu,2.9,9.38
496.06,2.7,0.489,0,Truck,Express,0.453,Wed,3.0,12.54
499.71,2.45,0.824,0,Van,Express,0.264,Fri,9.41,11.1
260.65,0.87,0.743,0,Van,Express,0.949,Wed,6.53,6.33
52.12,11.94,0.438,0,Van,Standard,0.556,Sun,10.3,2.06
365.28,9.32,0.615,1,Bike,Standard,0.575,Wed,5.9,11.73
488.45,4.42,0.464,0,Bike,Express,0.983,Wed,7.94,13.97
162.57,3.14,0.6,1,Van,Standard,0.43,Mon,3.23,5.96
233.3,4.02,0.542,0,Van,Standard,0.949,Tue,2.75,6.19
215.26,1.17,0.697,0,Van,Standard,0.725,Tue,1.6,6.12
30.45,5.24,0.532,0,Van,Standard,0.67,Sat,12.38,1.56
337.77,8.83,0.944,0,Van,Standard,0.311,Wed,8.55,8.8
179.9,9.12,0.457,0,Truck,Standard,0.147,Tue,14.23,4.68
394.79,0.9,0.065,0,Bike,Express,0.494,Wed,11.37,10.12
416.9,7.6,0.275,0,Van,Express,0.109,Thu,11.65,8.79
411.51,1.18,0.526,0,Van,Express,0.164,Sat,7.88,9.3
211.25,0.41,0.564,0,Bike,Standard,0.636,Sun,12.32,6.53
164.17,7.79,0.575,1,Bike,Standard,0.752,Mon,14.16,6.64
375.67,2.53,0.729,1,Bike,Standard,0.251,Sat,10.97,11.97
401.69,7.08,0.311,1,Bike,Express,0.759,Wed,2.03,12.76
248.17,6.67,0.682,0,Van,Standard,0.955,Sat,9.94,6.57
447.05,6.12,0.719,1,Bike,Express,0.769,Mon,2.25,14.55
76.23,3.98,0.441,0,Van,Standard,0.806,Fri,1.62,2.66
440.14,1.3,0.432,1,Bike,Standard,0.731,Sun,10.55,13.59
52.57,3.01,0.22,0,Bike,Express,0.302,Mon,12.6,1.64
81.0,9.22,0.443,0,Van,Standard,0.425,Sat,2.8,2.51
269.25,7.2,0.797,1,Bike,Express,0.954,Mon,1.58,9.31
38.42,3.14,0.914,0,Truck,Standard,0.695,Sun,13.35,2.58
31.14,3.11,0.614,0,Van,Standard,0.81,Sat,2.42,2.03
5.26,5.75,0.334,0,Bike,Standard,0.972,Sun,1.01,1.41
220.98,4.19,0.698,0,Bike,Express,0.308,Sun,10.96,6.24
388.44,3.26,0.753,0,Van,Standard,0.39,Wed,12.79,9.22
22.24,5.43,0.366,1,Van,Express,0.68,Wed,7.96,1.67
327.87,5.31,0.835,1,Van,Express,0.122,Fri,8.33,8.78
412.45,2.27,0.12,1,Van,Standard,0.614,Tue,5.38,9.71
88.16,4.8,0.06,0,Van,Express,0.828,Wed,3.96,2.39
77.7,5.09,0.167,0,Van,Express,0.649,Mon,11.45,1.9
431.1,3.77,0.198,0,Truck,Standard,0.366,Sun,12.81,10.57
412.45,2.08,0.885,0,Van,Express,0.752,Tue,5.16,9.97
271.78,2.94,0.454,0,Bike,Standard,0.231,Wed,4.47,8.24
410.5,1.74,0.311,0,Van,Standard,0.905,Thu,4.38,9.72
50.91,4.89,0.458,1,Truck,Standard,0.191,Wed,1.23,2.5
200.27,0.91,0.425,0,Van,Express,0.877,Sat,4.58,5.42
370.21,9.83,0.336,0,Truck,Standard,0.548,Sun,0.87,9.72
132.44,8.56,0.181,0,Truck,Standard,0.486,Fri,11.93,3.68
377.4,5.17,0.673,0,Bike,Standard,0.551,Sat,4.21,11.33
254.57,6.93,0.18,0,Van,Standard,0.28,Mon,10.51,5.33
376.38,6.62,0.787,0,Van,Express,0.512,Sun,8.38,8.91
235.02,4.24,0.242,0,Van,Express,0.865,Mon,12.64,5.34
187.11,3.33,0.745,0,Van,Standard,0.821,Mon,14.43,5.19
113.5,3.05,0.815,0,Truck,Standard,0.247,Mon,5.83,3.95
108.15,10.06,0.169,0,Van,Express,0.706,Tue,1.78,2.98
376.99,2.02,0.132,0,Van,Standard,0.871,Sat,11.37,8.5
63.86,2.05,0.952,0,Bike,Standard,0.838,Wed,0.81,3.83
47.56,7.33,0.49,0,Van,Express,0.483,Sat,3.73,1.84
92.26,6.88,0.649,0,Truck,Express,0.143,Wed,1.27,3.02
91.8,3.18,0.072,0,Van,Standard,0.938,Mon,13.52,2.59
412.44,5.56,0.315,1,Bike,Standard,0.456,Thu,0.58,12.65
202.26,6.06,0.53,0,Truck,Express,0.425,Tue,7.64,5.53
495.24,1.25,0.892,0,Truck,Standard,0.784,Wed,6.65,13.34
72.92,8.92,0.308,0,Van,Standard,0.338,Thu,9.96,1.75
328.5,6.06,0.786,0,Bike,Express,0.851,Sat,4.7,9.82
227.12,5.24,0.679,0,Van,Standard,0.168,Fri,13.17,5.41
199.49,6.09,0.16,1,Bike,Standard,0.767,Tue,11.15,6.76
438.17,4.82,0.329,0,Van,Standard,0.969,Sat,6.77,10.08
487.92,3.61,0.276,0,Van,Standard,0.996,Fri,5.69,11.26
437.07,4.27,0.47,0,Truck,Standard,0.931,Tue,12.33,11.33
100.19,1.14,0.654,0,Van,Standard,0.884,Sat,11.48,3.12
114.29,12.63,0.462,1,Truck,Standard,0.351,Sat,6.29,4.39
329.76,3.57,0.282,0,Truck,Express,0.97,Fri,5.45,8.92
148.1,12.5,0.711,0,Bike,Standard,0.935,Wed,1.06,5.45
368.69,4.32,0.605,0,Bike,Standard,0.581,Wed,1.68,10.96
