Shipment_ID,Date,Origin,Destination,Transport_Mode,Shipment_Volume_m3,Weight_kg,Distance_km,Expected_Time_days,Delivery_Time_days,Delay_days,Transportation_Cost,Fuel_Cost,Handling_Cost,Total_Cost,Customer_Rating,Delivery_Status
SHP0518,2026-01-08,Chennai,Pune,Air,11.48,440.4,1769.0,3.4,5.08,1.62,41086.17,12439.53,304.87,53830.57,4.05,Delayed
SHP0519,2026-04-06,Bengaluru,Pune,Sea,8.26,300.7,453.7,4.6,4.64,0.33,1901.58,523.38,286.19,2711.15,5.0,On Time
SHP0520,2026-04-04,Kolkata,Bengaluru,Road,16.59,950.0,551.1,2.5,2.71,0.0,9007.56,3597.83,461.07,13066.46,5.0,On Time
SHP0521,2026-03-06,Mumbai,Bengaluru,Rail,3.91,224.3,398.2,2.86,4.62,2.02,2052.92,509.34,138.05,2700.3,4.35,Delayed
SHP0522,2026-06-20,Mumbai,Lucknow,Road,3.25,268.4,833.6,2.93,3.07,0.18,6463.68,1858.18,172.62,8494.48,4.56,On Time
SHP0523,2026-02-08,Delhi,Hyderabad,Sea,5.58,243.9,1350.4,5.98,6.48,0.0,5885.48,1233.49,230.37,7349.34,4.32,On Time
SHP0524,2026-03-22,Bengaluru,Lucknow,Air,7.94,315.0,209.4,1.0,2.65,1.88,4802.03,1223.7,259.34,6285.07,4.79,Delayed
SHP0525,2026-03-25,Kolkata,Ahmedabad,Air,2.04,142.5,848.2,1.98,1.48,0.05,13830.09,3458.77,70.12,17358.98,5.0,On Time
SHP0526,2026-03-29,Mumbai,Lucknow,Road,3.59,246.8,543.0,2.49,2.31,0.19,4166.03,1421.83,202.2,5790.06,4.96,On Time
SHP0527,2026-03-27,Bengaluru,Jaipur,Road,10.79,438.0,699.7,2.73,3.07,0.0,7501.92,2146.13,367.44,10015.49,4.56,On Time
SHP0528,2026-04-03,Delhi,Ahmedabad,Road,9.53,436.2,876.0,3.0,5.63,2.54,9619.27,3121.58,295.71,13036.55,3.94,Delayed
SHP0529,2026-03-27,Chennai,Bengaluru,Road,5.06,397.9,575.2,2.53,2.49,0.0,6433.06,1680.87,175.0,8288.93,4.96,On Time
SHP0530,2026-02-13,Bengaluru,Pune,Air,15.57,708.9,607.7,1.61,2.04,0.61,22421.54,6171.44,382.28,28975.26,4.63,Delayed
SHP0531,2026-05-17,Bengaluru,Bengaluru,Air,7.59,447.8,565.6,1.55,3.18,1.46,15842.82,3735.23,318.5,19896.55,4.51,Delayed
SHP0532,2026-06-14,Chennai,Hyderabad,Sea,12.47,696.4,1221.3,5.78,6.45,0.97,9501.77,2269.99,376.23,12147.98,4.58,Delayed
SHP0533,2026-03-15,Bengaluru,Ahmedabad,Sea,25.36,1043.1,853.3,5.21,5.81,0.49,9286.18,1749.96,598.93,11635.07,4.32,On Time
SHP0534,2026-02-05,Delhi,Ahmedabad,Rail,13.94,558.1,750.2,3.4,3.15,0.0,6007.78,1580.06,383.36,7971.2,4.89,On Time
SHP0535,2026-04-11,Delhi,Jaipur,Air,2.63,143.0,284.5,1.11,0.8,0.0,4463.44,1212.08,144.24,5819.77,5.0,On Time
SHP0536,2026-06-05,Chennai,Hyderabad,Sea,11.05,407.0,508.2,4.68,5.2,0.74,2656.63,572.73,311.9,3541.25,4.77,Delayed
SHP0537,2026-06-19,Kolkata,Pune,Air,6.91,373.4,1165.7,2.47,2.34,0.0,26428.4,7899.66,241.65,34569.71,5.0,On Time
SHP0538,2026-06-20,Mumbai,Ahmedabad,Road,18.95,778.2,666.1,2.67,3.66,1.0,10922.96,3499.76,480.33,14903.05,4.77,Delayed
SHP0539,2026-06-19,Kolkata,Ahmedabad,Road,6.35,321.8,997.9,3.19,4.75,1.48,8752.92,2933.95,287.18,11974.05,4.06,Delayed
SHP0540,2026-04-14,Bengaluru,Jaipur,Road,5.4,205.0,2049.2,4.8,6.07,2.56,13958.65,4513.93,256.41,18729.0,3.65,Delayed
SHP0541,2026-03-07,Mumbai,Lucknow,Sea,6.78,255.8,1276.7,5.86,5.58,0.0,4973.15,1213.41,192.45,6379.02,3.82,On Time
SHP0542,2026-02-24,Chennai,Pune,Rail,1.97,146.8,690.6,3.31,5.92,2.75,2884.56,779.48,163.25,3827.29,3.33,Delayed
SHP0543,2026-06-25,Chennai,Bengaluru,Road,0.7,26.1,466.3,2.37,4.46,1.57,2079.27,668.33,158.46,2906.06,4.41,Delayed
SHP0544,2026-04-01,Mumbai,Hyderabad,Rail,24.01,952.4,123.6,2.44,2.61,0.55,1431.4,417.96,573.82,2423.18,4.56,Delayed
SHP0545,2026-01-22,Delhi,Ahmedabad,Rail,8.58,347.8,582.6,3.15,4.84,1.64,3674.94,924.7,252.38,4852.03,3.94,Delayed
SHP0546,2026-04-11,Mumbai,Ahmedabad,Road,2.38,156.6,525.9,2.46,6.15,3.17,3403.23,992.23,264.89,4660.35,2.89,Delayed
SHP0547,2026-06-04,Bengaluru,Bengaluru,Road,20.31,816.3,837.7,2.94,2.48,0.0,15377.23,4011.86,440.92,19830.01,5.0,On Time
SHP0548,2026-05-01,Delhi,Pune,Rail,22.82,891.4,588.1,3.15,3.62,0.32,6820.82,1519.13,492.88,8832.83,5.0,On Time
SHP0549,2026-04-03,Chennai,Lucknow,Road,6.33,380.9,527.8,2.46,2.18,0.0,4885.05,1562.36,242.16,6689.57,5.0,On Time
SHP0550,2026-04-18,Mumbai,Ahmedabad,Air,3.75,137.6,204.5,1.0,1.57,0.74,3155.45,870.36,261.55,4287.36,3.99,Delayed
SHP0551,2026-05-21,Kolkata,Pune,Road,3.32,259.7,352.8,2.19,3.08,1.17,3225.76,985.42,150.55,4361.73,4.3,Delayed
SHP0552,2026-06-22,Kolkata,Bengaluru,Air,4.34,301.5,886.1,2.04,2.29,0.51,19100.68,4465.84,188.83,23755.35,4.62,Delayed
SHP0553,2026-01-10,Bengaluru,Jaipur,Rail,7.31,354.7,1982.9,5.3,6.95,0.7,12818.64,3693.67,289.25,16801.55,4.52,Delayed
SHP0554,2026-01-09,Kolkata,Lucknow,Rail,3.61,170.4,610.1,3.19,3.48,0.0,3066.85,706.96,184.43,3958.24,4.78,On Time
SHP0555,2026-06-04,Mumbai,Hyderabad,Air,13.02,583.4,804.4,1.91,3.22,0.92,25354.96,7457.35,342.69,33155.0,4.37,Delayed
SHP0556,2026-02-03,Mumbai,Ahmedabad,Road,0.85,69.0,1207.2,3.51,5.93,2.26,7224.83,2117.2,155.04,9497.08,4.06,Delayed
SHP0557,2026-05-09,Kolkata,Pune,Road,17.39,635.6,383.7,2.24,1.89,0.21,5520.13,1789.16,442.65,7751.93,4.22,On Time
SHP0558,2026-06-09,Mumbai,Jaipur,Road,9.02,709.5,825.0,2.92,4.3,1.24,13384.4,3413.51,318.44,17116.35,4.94,Delayed
SHP0559,2026-03-30,Bengaluru,Hyderabad,Air,3.94,275.7,401.7,1.29,1.67,0.0,8669.64,1945.14,236.11,10850.89,5.0,On Time
SHP0560,2026-04-03,Delhi,Pune,Rail,4.05,331.1,1140.4,4.0,4.71,1.01,7623.99,1532.32,203.6,9359.91,4.43,Delayed
SHP0561,2026-03-12,Bengaluru,Pune,Rail,15.97,758.0,717.2,3.35,3.85,0.16,7636.48,2051.14,417.67,10105.29,5.0,On Time
SHP0562,2026-03-08,Bengaluru,Hyderabad,Road,13.39,497.6,789.2,2.86,3.15,0.04,9664.98,2789.83,368.55,12823.37,4.47,On Time
SHP0563,2026-05-28,Mumbai,Jaipur,Road,6.38,281.7,390.8,2.25,2.94,0.04,3675.55,1134.27,252.01,5061.84,4.75,On Time
SHP0564,2026-04-27,Delhi,Bengaluru,Road,7.61,302.4,1029.2,3.23,3.49,0.41,8195.6,2714.77,258.91,11169.27,4.73,On Time
SHP0565,2026-04-04,Mumbai,Jaipur,Road,5.6,458.7,2520.1,5.53,7.13,1.98,31799.28,9725.79,220.82,41745.89,4.39,Delayed
SHP0566,2026-06-12,Chennai,Lucknow,Rail,18.73,906.0,337.6,2.77,2.64,0.0,3839.42,921.75,499.0,5260.17,4.98,On Time
SHP0567,2026-04-09,Mumbai,Ahmedabad,Road,5.96,308.1,521.2,2.45,3.36,0.4,4717.75,1315.86,280.4,6314.0,4.94,On Time
SHP0568,2026-04-23,Mumbai,Hyderabad,Road,5.53,276.5,755.6,2.81,2.93,0.76,7129.13,1904.76,166.69,9200.58,4.38,Delayed
SHP0569,2026-04-13,Mumbai,Bengaluru,Sea,4.65,353.3,1083.7,5.57,4.84,0.0,5217.67,1191.9,204.0,6613.57,5.0,On Time
SHP0570,2026-04-01,Delhi,Hyderabad,Road,8.14,354.5,451.8,2.35,4.97,2.6,4396.32,1303.25,242.35,5941.92,4.16,Delayed
SHP0571,2026-03-31,Mumbai,Hyderabad,Road,8.3,413.9,103.1,1.81,1.65,0.0,1000.04,367.81,258.5,1626.35,5.0,On Time
SHP0572,2026-01-17,Delhi,Jaipur,Air,8.04,331.8,1572.5,3.09,3.78,0.68,33223.17,8052.22,278.85,41554.25,4.6,Delayed
SHP0573,2026-01-18,Kolkata,Ahmedabad,Road,12.97,656.4,1065.6,3.29,3.62,0.0,13892.9,4551.55,376.97,18821.42,5.0,On Time
SHP0574,2026-06-22,Chennai,Lucknow,Rail,2.8,194.8,209.4,2.57,4.73,2.35,1052.72,281.63,166.54,1500.89,3.91,Delayed
SHP0575,2026-04-26,Delhi,Pune,Air,9.85,440.1,437.9,1.35,1.8,1.1,10721.29,2615.68,230.26,13567.24,4.57,Delayed
SHP0576,2026-04-03,Kolkata,Pune,Sea,6.64,449.9,1801.3,6.67,7.8,0.41,11864.51,2662.42,205.74,14732.67,5.0,On Time
SHP0577,2026-04-01,Delhi,Hyderabad,Road,5.36,206.4,1665.8,4.21,6.57,2.71,14259.3,4410.3,247.8,18917.4,3.9,Delayed
SHP0578,2026-03-23,Delhi,Ahmedabad,Sea,9.54,437.6,1196.4,5.74,6.12,0.75,6293.34,1345.26,195.89,7834.5,4.54,Delayed
SHP0579,2026-03-09,Chennai,Bengaluru,Road,6.63,456.6,579.7,2.54,3.99,1.06,6878.21,1908.2,280.86,9067.26,4.64,Delayed
SHP0580,2026-04-24,Bengaluru,Jaipur,Road,1.24,45.4,686.0,2.71,3.03,0.46,3265.45,1014.67,160.63,4440.75,4.62,On Time
SHP0581,2026-01-01,Bengaluru,Ahmedabad,Road,3.71,182.7,597.0,2.57,2.6,0.05,3872.58,1420.39,232.82,5525.79,4.65,On Time
SHP0582,2026-02-27,Delhi,Ahmedabad,Sea,10.43,792.5,1353.3,5.98,7.04,0.89,10405.41,2675.33,300.87,13381.61,4.42,Delayed
SHP0583,2026-06-03,Mumbai,Jaipur,Road,5.26,238.8,367.8,2.22,2.85,0.25,3320.22,946.53,142.55,4409.3,4.83,On Time
SHP0584,2026-04-19,Kolkata,Hyderabad,Road,2.51,156.4,385.0,2.24,4.74,2.62,2950.97,858.72,180.24,3989.93,2.98,Delayed
SHP0585,2026-05-28,Mumbai,Ahmedabad,Rail,2.24,89.9,1253.4,4.18,4.71,0.0,4818.75,1052.96,204.85,6076.55,5.0,On Time
SHP0586,2026-04-26,Mumbai,Pune,Road,4.3,171.6,631.5,2.62,4.21,2.34,4149.03,1488.98,229.83,5867.84,2.75,Delayed
SHP0587,2026-03-28,Delhi,Jaipur,Road,8.95,323.4,1592.4,4.1,5.85,1.49,13942.23,4856.01,257.84,19056.09,5.0,Delayed
SHP0588,2026-01-10,Delhi,Bengaluru,Road,2.98,148.7,420.1,2.3,3.1,1.1,2876.13,874.15,176.64,3926.92,4.92,Delayed
SHP0589,2026-02-28,Delhi,Lucknow,Road,9.66,501.2,627.3,2.62,4.73,1.63,7587.62,2610.3,275.28,10473.2,4.01,Delayed
SHP0590,2026-02-10,Delhi,Hyderabad,Road,4.91,203.9,356.9,2.2,2.42,0.17,2536.61,869.73,179.63,3585.97,4.91,On Time
SHP0591,2026-04-15,Bengaluru,Jaipur,Road,5.87,415.7,653.1,2.65,4.08,1.66,7395.2,1971.53,259.09,9625.82,4.19,Delayed
SHP0592,2026-05-13,Delhi,Lucknow,Rail,15.17,731.0,248.6,2.63,2.86,0.0,2505.5,636.61,351.14,3493.25,4.79,On Time
SHP0593,2026-05-02,Bengaluru,Lucknow,Road,14.65,706.3,473.4,2.38,2.77,0.08,7743.17,2226.01,352.39,10321.57,5.0,On Time
SHP0594,2026-05-25,Bengaluru,Bengaluru,Road,5.53,411.6,255.5,2.04,2.27,0.0,2812.64,729.85,180.88,3723.37,4.95,On Time
SHP0595,2026-01-22,Delhi,Ahmedabad,Air,3.06,164.0,1020.5,2.24,1.88,0.0,16214.97,4886.97,123.0,21224.94,4.97,On Time
SHP0596,2026-04-08,Chennai,Bengaluru,Road,8.64,336.8,1035.6,3.24,3.66,0.59,10555.63,2702.24,280.63,13538.51,4.74,Delayed
SHP0597,2026-06-18,Kolkata,Ahmedabad,Rail,10.78,419.4,211.1,2.57,3.51,0.94,1691.19,403.67,354.64,2449.49,4.03,Delayed
SHP0598,2026-03-09,Mumbai,Ahmedabad,Road,15.6,1148.2,1546.9,4.03,6.32,2.3,31165.37,10586.99,394.35,42146.72,3.75,Delayed
SHP0599,2026-05-19,Bengaluru,Jaipur,Road,1.2,89.2,3000.0,6.27,8.37,1.84,17206.08,4498.43,88.9,21793.41,4.04,Delayed
SHP0600,2026-02-25,Kolkata,Jaipur,Road,5.47,337.5,669.7,2.68,2.11,0.13,7057.56,2219.85,247.83,9525.23,4.97,On Time
SHP0601,2026-06-28,Chennai,Hyderabad,Road,12.77,491.2,428.5,2.31,3.6,1.17,4631.1,1742.29,408.87,6782.26,4.28,Delayed
SHP0602,2026-05-29,Mumbai,Ahmedabad,Road,5.2,369.6,3000.0,6.27,7.89,1.72,26710.13,9350.04,190.94,36251.11,4.45,Delayed
SHP0603,2026-04-09,Mumbai,Lucknow,Road,9.26,393.5,275.8,2.07,3.52,1.74,2821.97,812.99,269.84,3904.8,3.92,Delayed
SHP0604,2026-03-17,Bengaluru,Pune,Road,2.89,212.0,658.6,2.66,3.98,1.58,5460.72,1364.72,190.02,7015.47,4.21,Delayed
SHP0605,2026-01-26,Delhi,Hyderabad,Road,12.69,577.8,730.5,2.77,3.53,0.83,10115.57,2867.61,405.25,13388.43,5.0,Delayed
SHP0606,2026-04-25,Chennai,Jaipur,Road,6.28,354.6,1558.2,4.05,3.49,0.7,16784.91,4363.66,214.76,21363.33,4.59,Delayed
SHP0607,2026-05-27,Bengaluru,Bengaluru,Road,9.67,392.7,821.2,2.91,2.82,0.15,8554.61,2637.18,247.4,11439.2,4.99,On Time
SHP0608,2026-04-19,Chennai,Hyderabad,Road,9.63,611.7,470.1,2.37,2.32,0.25,5731.79,2280.58,315.39,8327.76,4.83,On Time
SHP0609,2026-02-16,Delhi,Hyderabad,Road,6.38,287.0,350.3,2.19,2.86,0.48,3152.71,966.18,262.81,4381.7,5.0,On Time
SHP0610,2026-03-12,Delhi,Hyderabad,Rail,10.81,685.3,520.5,3.05,3.59,0.82,5610.19,1451.66,314.77,7376.62,4.46,Delayed
SHP0611,2026-06-03,Bengaluru,Hyderabad,Road,3.4,145.1,337.8,2.17,3.61,1.52,2063.56,712.01,161.63,2937.2,4.62,Delayed
SHP0612,2026-02-09,Delhi,Pune,Air,10.54,405.7,670.5,1.71,2.75,0.5,14897.32,4348.88,344.5,19590.69,4.69,On Time
SHP0613,2026-05-13,Kolkata,Bengaluru,Rail,2.85,203.5,450.4,2.94,3.86,0.57,2102.0,620.03,189.87,2911.9,4.39,Delayed
SHP0614,2026-05-29,Mumbai,Bengaluru,Road,4.39,169.7,246.1,2.03,3.29,0.94,1792.6,520.81,172.1,2485.5,4.72,Delayed
SHP0615,2026-05-12,Bengaluru,Bengaluru,Air,19.35,900.3,1469.7,2.94,2.8,0.03,64941.77,18415.92,470.08,83827.77,4.87,On Time
SHP0616,2026-01-23,Chennai,Ahmedabad,Sea,2.11,150.6,470.4,4.62,4.81,0.0,1769.6,337.76,110.72,2218.08,5.0,On Time
SHP0617,2026-04-16,Kolkata,Lucknow,Road,6.76,358.7,285.1,2.09,2.01,0.0,3131.04,770.49,265.65,4167.18,4.04,On Time
SHP0618,2026-03-25,Bengaluru,Bengaluru,Road,2.08,142.4,582.7,2.55,2.58,0.1,3510.64,1291.92,148.19,4950.75,4.94,On Time
SHP0619,2026-05-23,Delhi,Hyderabad,Air,15.37,662.3,679.5,1.72,2.89,1.02,24281.72,6274.99,381.4,30938.12,4.28,Delayed
SHP0620,2026-04-26,Delhi,Hyderabad,Rail,6.51,269.6,208.9,2.57,2.36,0.0,1335.66,330.3,236.01,1901.97,4.63,On Time
SHP0621,2026-04-19,Delhi,Bengaluru,Road,8.35,609.9,806.4,2.89,3.98,0.56,10372.13,3875.07,271.74,14518.94,4.5,Delayed
SHP0622,2026-05-16,Delhi,Bengaluru,Road,9.69,481.9,329.1,2.16,3.37,1.27,4258.43,1035.53,325.67,5619.63,4.1,Delayed
SHP0623,2026-02-10,Chennai,Hyderabad,Road,26.45,1056.4,1976.6,4.69,7.03,2.12,37318.04,12635.68,616.72,50570.44,3.82,Delayed
SHP0624,2026-04-22,Kolkata,Ahmedabad,Road,3.3,122.5,913.7,3.06,3.57,0.0,6437.78,1677.87,174.0,8289.64,4.52,On Time
SHP0625,2026-05-27,Mumbai,Jaipur,Rail,3.67,181.7,501.2,3.02,4.93,1.55,2771.8,617.64,212.85,3602.29,4.26,Delayed
SHP0626,2026-04-22,Chennai,Jaipur,Road,16.1,591.9,400.5,2.27,3.7,1.93,5614.24,1813.08,423.86,7851.19,4.42,Delayed
SHP0627,2026-04-13,Chennai,Bengaluru,Road,8.58,416.9,607.1,2.58,2.74,0.0,6585.13,1883.67,259.44,8728.25,5.0,On Time
SHP0628,2026-02-15,Mumbai,Pune,Rail,5.49,299.8,968.1,3.74,4.04,0.0,5496.97,1471.44,214.43,7182.85,5.0,On Time
SHP0629,2026-06-05,Mumbai,Bengaluru,Road,24.32,951.1,639.3,2.63,4.94,1.99,11838.58,3998.32,552.61,16389.52,4.29,Delayed
SHP0630,2026-03-09,Delhi,Bengaluru,Road,6.84,344.1,564.4,2.52,2.78,0.65,5251.72,1493.45,260.88,7006.05,5.0,Delayed
SHP0631,2026-05-02,Chennai,Jaipur,Rail,4.08,208.6,675.1,3.29,3.06,0.0,3855.43,928.94,180.57,4964.94,5.0,On Time
SHP0632,2026-01-15,Bengaluru,Hyderabad,Air,12.18,614.0,439.0,1.35,1.7,0.0,14445.28,3865.66,325.66,18636.61,4.83,On Time
SHP0633,2026-06-14,Mumbai,Bengaluru,Road,8.97,351.0,520.0,2.45,2.73,0.55,5560.72,1773.21,350.3,7684.24,4.45,Delayed
SHP0634,2026-05-09,Mumbai,Hyderabad,Road,9.29,367.1,167.5,1.91,1.8,0.0,1475.36,491.53,320.15,2287.04,5.0,On Time
SHP0635,2026-04-21,Kolkata,Hyderabad,Road,9.32,504.8,1224.0,3.53,4.47,0.39,15711.83,4043.2,261.1,20016.13,5.0,On Time
SHP0636,2026-01-24,Bengaluru,Pune,Road,8.94,515.9,789.3,2.86,3.68,0.83,10563.68,3002.37,300.94,13866.98,4.81,Delayed
SHP0637,2026-01-27,Bengaluru,Hyderabad,Road,3.58,180.1,393.2,2.25,4.26,2.26,3058.01,752.08,188.55,3998.64,4.42,Delayed
SHP0638,2026-02-09,Mumbai,Jaipur,Road,6.13,289.4,2233.1,5.09,6.09,1.31,18004.68,6902.36,243.97,25151.01,4.28,Delayed
SHP0639,2026-06-13,Delhi,Ahmedabad,Road,2.11,133.7,687.8,2.71,4.7,1.87,4086.41,1162.51,162.85,5411.77,4.12,Delayed
SHP0640,2026-01-24,Kolkata,Ahmedabad,Road,10.39,420.5,331.5,2.16,3.92,2.23,3148.87,1190.61,348.6,4688.08,3.43,Delayed
SHP0641,2026-01-24,Bengaluru,Lucknow,Road,17.64,891.6,1134.4,3.4,5.54,2.23,20487.19,6399.96,449.59,27336.75,4.52,Delayed
SHP0642,2026-01-04,Mumbai,Bengaluru,Road,3.21,185.1,841.9,2.95,4.15,1.08,6377.06,1786.18,175.62,8338.86,4.29,Delayed
SHP0643,2026-03-08,Bengaluru,Jaipur,Road,1.59,116.1,840.0,2.94,3.4,0.0,5959.49,1371.63,185.13,7516.25,4.89,On Time
SHP0644,2026-02-03,Kolkata,Hyderabad,Road,3.65,230.8,492.9,2.41,3.9,1.26,3848.05,1240.42,193.89,5282.36,4.19,Delayed
SHP0645,2026-06-26,Kolkata,Ahmedabad,Road,8.11,298.2,871.1,2.99,4.59,1.85,7502.83,2458.29,270.21,10231.33,3.76,Delayed
SHP0646,2026-04-26,Chennai,Jaipur,Air,8.75,518.4,548.3,1.52,2.4,0.47,15716.85,3901.88,288.53,19907.25,4.49,On Time
SHP0647,2026-01-23,Mumbai,Ahmedabad,Rail,4.11,279.6,932.9,3.69,5.88,2.29,6081.27,1510.8,190.71,7782.78,3.55,Delayed
SHP0648,2026-04-19,Kolkata,Hyderabad,Rail,8.23,424.8,188.4,2.54,3.52,1.41,1561.0,322.71,268.44,2152.14,3.75,Delayed
SHP0649,2026-03-10,Chennai,Ahmedabad,Air,4.27,252.6,490.3,1.43,2.49,1.12,10024.62,2445.7,176.36,12646.68,4.11,Delayed
SHP0650,2026-04-05,Chennai,Bengaluru,Road,3.87,308.2,1991.0,4.71,7.9,2.69,17834.95,5646.82,163.41,23645.18,4.2,Delayed
SHP0651,2026-03-03,Bengaluru,Bengaluru,Road,3.51,204.1,394.8,2.26,3.45,1.13,3105.59,799.08,148.14,4052.81,4.63,Delayed
SHP0652,2026-06-18,Bengaluru,Lucknow,Road,3.39,163.7,439.0,2.33,2.33,0.0,3353.25,1044.18,132.28,4529.71,5.0,On Time
SHP0653,2026-02-26,Chennai,Lucknow,Rail,11.01,528.8,485.8,3.0,3.62,0.05,4138.59,977.09,287.47,5403.15,5.0,On Time
SHP0654,2026-02-23,Bengaluru,Ahmedabad,Rail,4.67,263.6,295.1,2.7,3.95,1.75,1618.99,361.31,197.92,2178.22,4.68,Delayed
SHP0655,2026-03-11,Kolkata,Jaipur,Road,8.48,442.5,154.7,1.89,1.44,0.0,1574.4,514.83,276.2,2365.43,4.38,On Time
SHP0656,2026-04-11,Delhi,Bengaluru,Road,5.55,202.0,559.5,2.51,2.52,0.58,3737.03,1319.71,210.33,5267.07,4.25,Delayed
SHP0657,2026-02-26,Kolkata,Jaipur,Road,6.23,345.5,710.0,2.74,2.87,0.0,7213.94,2123.22,149.71,9486.88,4.72,On Time
SHP0658,2026-05-18,Chennai,Jaipur,Road,1.14,70.4,628.2,2.62,5.26,2.58,3242.7,1102.19,195.54,4540.43,3.41,Delayed
SHP0659,2026-06-17,Chennai,Ahmedabad,Rail,4.39,275.9,591.6,3.16,5.93,2.23,3336.34,734.37,236.97,4307.67,3.67,Delayed
SHP0660,2026-05-15,Kolkata,Jaipur,Rail,4.18,216.3,668.4,3.28,3.36,0.0,3442.52,798.6,210.83,4451.95,4.84,On Time
SHP0661,2026-04-13,Bengaluru,Bengaluru,Road,15.64,647.7,1263.7,3.59,4.4,0.95,17957.22,6132.96,468.34,24558.52,4.56,Delayed
SHP0662,2026-06-15,Bengaluru,Hyderabad,Sea,2.24,146.5,574.3,4.78,4.78,0.0,2007.6,380.82,126.13,2514.54,5.0,On Time
SHP0663,2026-03-26,Chennai,Lucknow,Rail,7.38,315.9,447.6,2.94,4.14,1.16,2988.78,760.97,318.84,4068.59,4.11,Delayed
SHP0664,2026-03-02,Mumbai,Hyderabad,Road,5.15,417.5,541.4,2.48,3.21,1.31,5171.76,1579.42,178.94,6930.12,3.52,Delayed
SHP0665,2026-01-03,Bengaluru,Jaipur,Road,11.19,598.4,947.2,3.11,5.67,1.61,11458.75,4369.64,329.81,16158.2,3.77,Delayed
SHP0666,2026-05-08,Kolkata,Hyderabad,Road,13.51,553.4,1627.5,4.15,6.27,1.93,20582.36,6201.22,318.61,27102.19,3.75,Delayed
SHP0667,2026-06-28,Bengaluru,Bengaluru,Road,5.77,331.0,432.1,2.31,6.12,3.74,3922.3,1299.28,224.31,5445.89,2.86,Delayed
SHP0668,2026-03-27,Kolkata,Bengaluru,Road,7.55,359.0,693.2,2.72,2.93,0.0,6493.08,1889.86,269.35,8652.29,4.6,On Time
SHP0669,2026-02-16,Chennai,Jaipur,Road,9.89,647.4,809.9,2.9,3.14,0.0,10161.9,3119.05,292.64,13573.58,4.83,On Time
SHP0670,2026-03-17,Bengaluru,Ahmedabad,Road,7.81,327.3,341.0,2.17,2.53,0.41,3506.79,901.71,285.61,4694.11,4.38,On Time
SHP0671,2026-02-07,Kolkata,Hyderabad,Road,4.9,381.6,658.7,2.66,2.44,0.0,7010.66,1844.19,211.64,9066.49,4.96,On Time
SHP0672,2026-06-13,Chennai,Ahmedabad,Air,16.9,659.1,250.7,1.06,1.27,0.0,7402.11,2121.56,405.89,9929.56,4.62,On Time
SHP0673,2026-06-18,Mumbai,Ahmedabad,Road,17.24,1136.3,205.8,1.97,2.1,0.0,3879.15,1400.38,410.45,5689.98,4.7,On Time
SHP0674,2026-05-21,Kolkata,Pune,Road,10.41,400.6,825.0,2.92,2.64,0.0,9602.95,2746.74,335.82,12685.51,4.54,On Time
SHP0675,2026-03-28,Mumbai,Jaipur,Road,8.19,464.1,506.5,2.43,2.93,0.0,6005.53,1953.13,244.5,8203.16,4.95,On Time
SHP0676,2026-02-27,Mumbai,Lucknow,Sea,12.83,544.3,741.3,5.04,6.21,1.07,4800.75,1144.52,382.89,6328.16,4.11,Delayed
SHP0677,2026-02-19,Delhi,Bengaluru,Road,11.22,655.6,642.5,2.64,3.19,0.29,9511.63,2963.57,364.68,12839.88,5.0,On Time
SHP0678,2026-01-30,Bengaluru,Bengaluru,Road,16.07,606.7,344.6,2.18,3.29,0.62,4907.15,1419.63,350.91,6677.69,4.8,Delayed
SHP0679,2026-04-11,Kolkata,Jaipur,Sea,3.37,240.4,631.2,4.87,6.32,1.44,2894.45,580.96,220.35,3695.76,4.18,Delayed
SHP0680,2026-01-25,Mumbai,Lucknow,Air,6.18,416.1,291.6,1.12,1.23,0.0,7094.11,1885.16,303.39,9282.65,4.72,On Time
SHP0681,2026-04-22,Delhi,Bengaluru,Air,12.11,609.0,1605.4,3.14,4.51,1.09,48646.35,15021.74,346.83,64014.92,4.54,Delayed
SHP0682,2026-06-04,Chennai,Jaipur,Road,9.74,731.6,269.2,2.06,2.98,1.17,3615.67,1195.48,316.25,5127.4,4.6,Delayed
SHP0683,2026-06-28,Kolkata,Bengaluru,Road,4.79,316.3,572.3,2.53,2.55,0.0,5826.0,1383.44,242.46,7451.9,5.0,On Time
SHP0684,2026-05-06,Mumbai,Ahmedabad,Rail,11.12,410.4,330.1,2.76,2.8,0.0,2487.86,614.98,310.53,3413.38,5.0,On Time
SHP0685,2026-05-03,Bengaluru,Hyderabad,Sea,12.09,437.6,941.8,5.35,5.91,0.9,5069.02,1100.07,343.94,6513.04,4.67,Delayed
SHP0686,2026-02-16,Delhi,Hyderabad,Rail,6.34,352.1,524.0,3.06,4.91,1.04,3905.37,954.36,188.2,5047.94,4.75,Delayed
SHP0687,2026-04-28,Mumbai,Bengaluru,Rail,10.82,404.3,464.0,2.96,5.09,2.61,3720.82,907.75,319.69,4948.27,3.61,Delayed
SHP0688,2026-02-08,Bengaluru,Pune,Road,1.39,67.2,1131.8,3.39,3.89,0.96,7141.85,1622.82,162.48,8927.16,4.71,Delayed
SHP0689,2026-01-16,Mumbai,Lucknow,Air,24.47,1500.0,662.6,1.69,3.52,1.37,43484.5,9956.77,578.59,54019.86,3.97,Delayed
